============================== SRIM-2012.03 ==============================
==============================================================================
=================  TRANSMIT.txt : File of Transmitted Ions  ==================
=  This file tabulates the kinetics of ions or atoms leaving the target.     =
=  Column #1: S= Sputtered Atom, B= Backscattered Ion, T= Transmitted Ion.   =
=  Col.#2: Ion Number, Col.#3: Z of atom leaving, Col.#4: Atom energy (eV).  =
=  Col.#5-7: Last location:  X= Depth into target, Y,Z= Transverse axes.     =
=  Col.#8-10: Cosines of final trajectory.                                   =
= *** This data file is in the same format as TRIM.DAT (see manual for uses).=
====== TRIM Calc.=  N(1.02 MeV) ==> Layer 1(  1 um) ==========================
 Ion  Atom   Energy        Depth       Lateral-Position        Atom Direction      
 Numb Numb    (eV)          X(A)        Y(A)       Z(A)      Cos(X)  Cos(Y) Cos(Z) 
T 3568  7 .1017971E+07   1000298E-02 -.5757E+01  .5866E+01   .9999937 -.0033977  .0010086
T 3569  7 .1007896E+07   1000648E-02  .5168E+01 -.1714E+02   .9999798  .0003482 -.0063470
T 3570  7 .1010139E+07   1000802E-02 -.4387E+02  .1261E+02   .9999465 -.0075728 -.0070447
T 3571  7 .1013615E+07   1000596E-02 -.4932E+01  .1853E+01   .9999989  .0014878  .0001446
T 3572  7 .1015346E+07   1000596E-02 -.8694E+01  .2051E+02   .9999908  .0019408  .0038373
T 3573  7 .1006611E+07   1000695E-02 -.1995E+01 -.9804E+01   .9999810  .0043569  .0043538
T 3574  7 .1012416E+07   1000775E-02  .1875E+02 -.4764E+01   .9999930  .0024627 -.0028230
T 3575  7 .1014387E+07   1000678E-02  .1896E+02  .7737E+01   .9999888  .0044402  .0016172
T 3576  7 .1007059E+07   1000139E-02  .9282E+00 -.7462E+01   .9999963  .0020486 -.0017623
T 3577  7 .1014144E+07   1000602E-02 -.9748E+01 -.3412E+02   .9999740  .0003882 -.0072022
T 3578  7 .1015579E+07   1000025E-02 -.7492E+02  .1048E+03   .9998644 -.0124222  .0108133
T 3579  7 .1010829E+07   1000706E-02 -.1937E+02  .1127E+02   .9999913 -.0033477  .0024755
T 3580  7 .1010540E+07   1000481E-02  .1733E+02  .3282E+02   .9999698  .0038167  .0067650
T 3581  7 .1014758E+07   1000240E-02 -.1646E+02  .4787E+01   .9999492 -.0080039  .0061257
T 3582  7 .1014328E+07   1000082E-02  .1239E+02  .1123E+02   .9999934  .0010289  .0034729
T 3583  7 .1010430E+07   1000422E-02  .1038E+02 -.1335E+00   .9999915  .0035512  .0021030
T 3584  7 .1014189E+07   1000615E-02  .1391E+02  .1331E+02   .9999717  .0066249  .0035539
T 3585  7 .1010154E+07   1000035E-02  .4969E+02 -.4791E+02   .9999489  .0062626 -.0079406
T 3586  7 .1009552E+07   1000248E-02 -.8874E+01  .1950E+02   .9999641 -.0041341  .0074024
T 3587  7 .1017161E+07   1000173E-02 -.1866E+02  .2068E+02   .9999830  .0032617  .0048433
T 3588  7 .1016689E+07   1000458E-02 -.2172E+02 -.6465E+02   .9999387 -.0001202 -.0110688
T 3589  7 .1011672E+07   1000004E-02 -.2678E+01  .2649E+02   .9999933  .0010736  .0034870
T 3590  7 .1012175E+07   1000762E-02 -.2070E+02 -.1847E+02   .9999799 -.0056006 -.0029865
T 3591  7 .1011373E+07   1000790E-02 -.1695E+02  .4736E+01   .9999990 -.0012996  .0004783
T 3592  7 .1017436E+07   1000788E-02  .2222E+02  .8110E+02   .9996984  .0003138  .0245572
T 3593  7 .1007944E+07   1000552E-02 -.1146E+02 -.1921E+02   .9999907 -.0043044 -.0004005
T 3594  7 .1008821E+07   1000600E-02  .1862E+02  .9396E+01   .9999930  .0031268  .0020471
T 3595  7 .1010059E+07   1000565E-02  .1354E+01 -.1798E+01   .9999951  .0012736 -.0028724
T 3596  7 .1012571E+07   1000277E-02  .2096E+02  .8219E+01   .9999933  .0022080  .0029072
T 3597  7 .1012886E+07   1000445E-02  .3718E+01 -.2819E+02   .9999723 -.0027521 -.0069188
T 3598  7 .1010367E+07   1000628E-02  .1585E+02  .1055E+01   .9999975  .0020928 -.0008101
T 3599  7 .1011617E+07   1000587E-02  .1572E+01 -.1930E+02   .9999910  .0020038 -.0037475
T 3600  7 .1008435E+07   1000249E-02  .1101E+02 -.2032E+02   .9999851  .0034032 -.0042766
T 3601  7 .1008544E+07   1000734E-02  .3824E+01 -.2082E+02   .9999959  .0021451 -.0019087
T 3602  7 .1011290E+07   1000714E-02  .2069E+02  .3263E-01   .9999925  .0038570  .0002695
T 3603  7 .1015145E+07   1000133E-02  .2386E+01  .6194E+00   .9999974 -.0017541 -.0014325
T 3604  7 .1006765E+07   1000786E-02 -.8979E+01  .3269E+01   .9999969 -.0013413 -.0020978
T 3605  7 .1012742E+07   1000765E-02 -.9045E+00  .2866E+02   .9999365  .0019047  .0111111
T 3606  7 .1014826E+07   1000296E-02  .1011E+02 -.2622E+02   .9999930  .0002902 -.0037347
T 3607  7 .1007364E+07   1000177E-02  .1039E+02  .6859E+01   .9999691  .0076633 -.0017659
T 3608  7 .1008965E+07   1000256E-02  .1956E+02 -.2677E+02   .9999700  .0061381 -.0047193
T 3609  7 .1007677E+07   1000721E-02  .1912E+02  .6735E+01   .9999859  .0052660 -.0007149
T 3610  7 .1011220E+07   1000740E-02 -.1499E+02  .7712E+01   .9999847  .0028349 -.0047403
T 3611  7 .1010665E+07   1000657E-02 -.2343E+02  .8601E+01   .9999411 -.0103128  .0033884
T 3612  7 .1006883E+07   1000712E-02 -.5693E+00 -.2335E+01   .9999988  .0014721 -.0004690
T 3613  7 .1009867E+07   1000757E-02 -.6571E-01 -.1819E+01   .9999890 -.0020320 -.0042364
T 3614  7 .1016042E+07   1000325E-02 -.2581E+02 -.1730E+02   .9999674 -.0073343 -.0033645
T 3615  7 .1015664E+07   1000605E-02 -.2359E+02 -.1275E+02   .9999889 -.0032664 -.0034038
T 3616  7 .1014503E+07   1000038E-02  .8353E+01 -.3049E+02   .9999897  .0022200 -.0039669
T 3617  7 .1015373E+07   1000488E-02 -.5757E+01  .1669E+02   .9999868 -.0012471  .0049793
T 3618  7 .1006024E+07   1000588E-02 -.6321E+01 -.3413E+02   .9999939  .0008321 -.0033861
T 3619  7 .1005960E+07   1000058E-02  .4218E+03  .3910E+02   .9986133  .0523910  .0051590
T 3620  7 .1005211E+07   1000063E-02  .1658E+02 -.2548E+02   .9999903  .0025265 -.0036206
T 3621  7 .1012396E+07   1000686E-02  .1903E+02  .4567E+01   .9999761  .0066201  .0019731
T 3622  7 .1009995E+07   1000739E-02  .1737E+02  .4234E+01   .9999901  .0043906  .0006982
T 3623  7 .1014621E+07   1000563E-02  .9405E+01 -.5219E+01   .9998438  .0042929 -.0171436
T 3624  7 .1009498E+07   1000532E-02 -.2098E+01  .3135E+02   .9999976 -.0008204  .0020456
T 3625  7 .1010329E+07   1000506E-02  .2060E+02  .2502E+01   .9999606  .0087432 -.0015532
T 3626  7 .1011378E+07   1000711E-02 -.8827E+01  .1039E+02   .9999946 -.0009186  .0031646
T 3627  7 .1012291E+07   1000018E-02  .9801E+01 -.1883E+02   .9999832 -.0001360 -.0057922
T 3628  7 .1006376E+07   1000442E-02  .1548E+02  .4733E+01   .9999827  .0054892  .0021109
T 3629  7 .1009498E+07   1000798E-02 -.2640E+00  .1447E+02   .9999946  .0032752  .0002588
T 3630  7 .1007123E+07   1000457E-02 -.9791E+00 -.1570E+02   .9999883 -.0030269 -.0037842
T 3631  7 .1014545E+07   1000400E-02  .3088E+01  .4105E+01   .9999938  .0018745 -.0029877
T 3632  7 .1017074E+07   1000796E-02  .5800E+01  .1873E+02   .9998350  .0083222  .0161470
T 3633  7 .1013443E+07   1000437E-02  .1258E+02 -.1455E+02   .9999813 -.0000897 -.0061130
T 3634  7 .1006293E+07   1000586E-02  .1129E+02 -.5451E+01   .9999804 -.0053739 -.0032155
T 3635  7 .1007580E+07   1000218E-02  .7165E+01  .5640E+01   .9999931  .0037045  .0002740
T 3636  7 .1006417E+07   1000152E-02  .6590E+01  .1274E+02   .9999840  .0056250  .0006304
T 3637  7 .1015644E+07   1000017E-02  .3919E+02 -.2102E+02   .9999650  .0064228 -.0053559
T 3638  7 .1003583E+07   1000728E-02 -.1389E+02  .1075E+01   .9999954 -.0030113 -.0002024
T 3639  7 .1008960E+07   1000108E-02 -.4635E+01 -.4066E+01   .9999990  .0012976 -.0006265
T 3640  7 .1018621E+07   1000475E-02  .8934E+01 -.6746E+01   .9999975 -.0013105 -.0018243
T 3641  7 .1008635E+07   1000441E-02 -.2313E+01  .4355E+01   .9999988 -.0006654  .0014081
T 3642  7 .1006682E+07   1000706E-02 -.4433E+02  .1360E+01   .9999635 -.0084836 -.0010445
T 3643  7 .1010357E+07   1000706E-02  .2393E+02  .4692E+00   .9999828  .0058725  .0000738
T 3644  7 .1010666E+07   1000485E-02 -.5916E+01  .4316E+01   .9999634  .0007406  .0085286
T 3645  7 .1004686E+07   1000585E-02  .1524E+02 -.7290E+01   .9999950  .0031482 -.0002683
T 3646  7 .1014838E+07   1000793E-02  .1622E+02  .5287E+01   .9999946 -.0015179  .0029264
T 3647  7 .1014689E+07   1000683E-02  .8399E+01  .1401E+02   .9999935  .0030061  .0020009
T 3648  7 .1010050E+07   1000642E-02  .1112E+02  .1364E+02   .9999728  .0067927  .0028721
T 3649  7 .1010716E+07   1000104E-02  .3062E+01 -.3366E+00   .9999953  .0027231 -.0014290
T 3650  7 .1009741E+07   1000466E-02  .1035E+02  .1656E+02   .9999825  .0027151  .0052594
T 3651  7 .1011655E+07   1000783E-02  .1982E+02  .5351E+01   .9999770  .0059600  .0032398
T 3652  7 .1012623E+07   1000626E-02  .5685E+02 -.2957E+02   .9999786  .0064942 -.0007450
T 3653  7 .1005185E+07   1000006E-02  .8130E+01  .6226E+01   .9999827  .0058573  .0004896
T 3654  7 .1007888E+07   1000109E-02 -.3607E+02  .6867E+01   .9999230 -.0072509  .0100695
T 3655  7 .1012284E+07   1000456E-02 -.1879E+02  .1711E+02   .9999890 -.0043625  .0017480
T 3656  7 .1008743E+07   1000727E-02  .1084E+01 -.2668E+01   .9999935  .0023383 -.0027594
T 3657  7 .1009929E+07   1000687E-02  .1010E+02  .1036E+01   .9999960  .0021162  .0018761
T 3658  7 .1014804E+07   1000648E-02  .1898E+01 -.2789E+02   .9999763  .0014699 -.0067198
T 3659  7 .1013280E+07   1000769E-02  .3127E+00  .9711E+01   .9999989  .0011681  .0009420
T 3660  7 .1016020E+07   1000262E-02 -.4200E+02 -.7122E+00   .9999654 -.0079956 -.0023081
T 3661  7 .1014576E+07   1000469E-02  .5595E-01  .1101E+02   .9999990  .0010350  .0009326
T 3662  7 .1014909E+07   1000641E-02 -.1184E+02 -.1185E+02   .9999890 -.0042787 -.0019111
T 3663  7 .1008679E+07   1000037E-02  .1088E+02  .2872E+02   .9999966 -.0021914  .0014170
T 3664  7 .9876708E+06   1000098E-02 -.1042E+03  .8428E+02   .9890153 -.1018904  .1070846
T 3665  7 .1014579E+07   1000300E-02  .5058E+01  .3138E+01   .9999981  .0018002  .0007147
T 3666  7 .1018589E+07   1000688E-02 -.1122E+02  .1293E+02   .9999993  .0008787 -.0007307
T 3667  7 .1005805E+07   1000588E-02  .7403E+01  .4941E+01   .9999941 -.0002319  .0034388
T 3668  7 .1013965E+07   1000768E-02 -.2770E+02 -.5955E+02   .9996447 -.0151771 -.0219133
T 3669  7 .1008976E+07   1000499E-02  .3701E+01 -.6722E+01   .9999966 -.0012179  .0022947
T 3670  7 .1004709E+07   1000201E-02 -.8217E+02 -.3284E+02   .9997771 -.0190353 -.0091370
T 3671  7 .1016778E+07   1000601E-02 -.1244E+02 -.1174E+02   .9999903 -.0022112 -.0037976
T 3672  7 .1005584E+07   1000163E-02 -.2104E+02  .5904E+02   .9998302 -.0062031  .0173519
T 3673  7 .1014090E+07   1000168E-02 -.1388E+03 -.5562E+02   .9997345 -.0211696 -.0091010
T 3674  7 .1009329E+07   1000530E-02 -.5918E+01  .1566E+02   .9999947 -.0002228  .0032546
T 3675  7 .1012663E+07   1000644E-02  .2111E+01 -.2042E+02   .9999824  .0032489 -.0049611
T 3676  7 .1002939E+07   1000453E-02 -.2223E+02 -.8613E+01   .9999344 -.0090145 -.0070632
T 3677  7 .1005714E+07   1000794E-02  .2072E+02 -.7643E+01   .9999766  .0068373  .0000885
T 3678  7 .1013015E+07   1000691E-02 -.3273E+02 -.3623E+02   .9999550 -.0077046 -.0055392
T 3679  7 .1011875E+07   1000105E-02  .1596E+02 -.5852E+02   .9999818  .0037779 -.0046982
T 3680  7 .1017002E+07   1000587E-02  .6244E+01 -.1214E+02   .9999850  .0011127 -.0053666
T 3681  7 .1005076E+07   1000425E-02 -.6802E+01 -.8540E+00   .9999802 -.0055967  .0028901
T 3682  7 .1017239E+07   1000340E-02  .9513E+01  .2594E+02   .9999740  .0036589  .0062207
T 3683  7 .1012344E+07   1000703E-02  .5900E+01 -.7252E+01   .9999933  .0031135  .0019010
T 3684  7 .1009824E+07   1000168E-02 -.1732E+01 -.8155E+01   .9999995 -.0005192 -.0009071
T 3685  7 .1009028E+07   1000663E-02 -.1813E+02  .1638E+02   .9999368 -.0103619  .0043542
T 3686  7 .1017082E+07   1000482E-02 -.2020E+00 -.3354E+02   .9999985  .0002502 -.0017196
T 3687  7 .1013586E+07   1000759E-02  .9369E+01  .1696E+02   .9999908  .0041554  .0010274
T 3688  7 .1011174E+07   1000779E-02  .2317E+02 -.1309E+01   .9999637  .0079717 -.0030021
T 3689  7 .1019461E+07   1000284E-02  .4776E+02  .3078E+01   .9999831  .0057540  .0007940
T 3690  7 .1006126E+07   1000593E-02 -.6548E+01  .3426E+02   .9999401  .0030576  .0105116
T 3691  7 .1006214E+07   1000220E-02 -.2821E+02  .4174E+01   .9999911 -.0022946  .0035478
T 3692  7 .1011890E+07   1000207E-02 -.1516E+02  .1236E+02   .9999917 -.0031955  .0025135
T 3693  7 .1016697E+07   1000274E-02  .6228E+02 -.5244E+02   .9997241  .0159471 -.0172445
T 3694  7 .1009742E+07   1000807E-02  .8630E+01 -.1263E+02   .9999960 -.0026995  .0008521
T 3695  7 .1010370E+07   1000064E-02  .7071E+02 -.2690E+02   .9999458  .0103458 -.0011343
T 3696  7 .1004583E+07   1000540E-02 -.1028E+03  .4653E+02   .9998679 -.0141167  .0080594
T 3697  7 .1014997E+07   1000779E-02  .6963E+01 -.1828E+01   .9999893  .0007049 -.0045668
T 3698  7 .1006229E+07   1000052E-02  .1500E+02  .1065E+02   .9999739  .0071417  .0011113
T 3699  7 .1010665E+07   1000746E-02  .1145E+01  .2404E+01   .9999918 -.0000612  .0040612
T 3700  7 .1012432E+07   1000332E-02  .2138E+02  .1398E+02   .9999855  .0048407  .0023714
T 3701  7 .1007759E+07   1000080E-02  .9872E+00  .1391E+02   .9999985 -.0006851  .0015612
T 3702  7 .1015576E+07   1000136E-02 -.1245E+02 -.1366E+01   .9999834 -.0045345 -.0035577
T 3703  7 .1016391E+07   1000326E-02  .2985E+00 -.4877E+01   .9999787  .0052821  .0038427
T 3704  7 .1007615E+07   1000757E-02  .4081E+01 -.4225E+01   .9999988  .0014884  .0004762
T 3705  7 .1007106E+07   1000272E-02  .2842E+02 -.2211E+02   .9999749  .0050823 -.0049383
T 3706  7 .1005399E+07   1000389E-02 -.2784E+01 -.1950E+02   .9999991 -.0004979 -.0012438
T 3707  7 .1007179E+07   1000594E-02 -.9167E+01 -.3629E+02   .9999872 -.0000205 -.0050672
T 3708  7 .1010929E+07   1000092E-02  .1958E+02 -.1259E+02   .9999924 -.0024486  .0030194
T 3709  7 .1010980E+07   1000692E-02  .2520E+02 -.2781E+02   .9999014  .0045251 -.0132920
T 3710  7 .1011841E+07   1000760E-02 -.6007E+01 -.1621E+02   .9999883  .0006715 -.0047995
T 3711  7 .1013651E+07   1000616E-02  .1592E+02 -.1534E+02   .9999047  .0045512 -.0130306
T 3712  7 .1007219E+07   1000081E-02  .1882E+02 -.4721E+01   .9999529  .0077809  .0058056
T 3713  7 .1014966E+07   1000684E-02 -.1979E+02  .2129E+02   .9998137 -.0090537  .0170484
T 3714  7 .1005274E+07   1000797E-02  .2114E+02 -.1090E+02   .9999727  .0040301 -.0061904
T 3715  7 .1007005E+07   1000048E-02 -.2231E+02 -.1330E+01   .9999699 -.0068034 -.0037202
T 3716  7 .1005703E+07   1000539E-02 -.1542E+02 -.5242E+02   .9997946  .0015817 -.0202070
T 3717  7 .1018011E+07   1000044E-02 -.4139E+02 -.1489E+01   .9999848 -.0054240 -.0010064
T 3718  7 .1012259E+07   1000688E-02 -.2534E+01 -.8657E+01   .9999938 -.0014573 -.0032110
T 3719  7 .1016230E+07   1000640E-02 -.2870E+02  .1059E+02   .9999669 -.0061049  .0053742
T 3720  7 .1008346E+07   1000698E-02 -.3862E+01 -.1077E+01   .9999993 -.0011368 -.0001635
T 3721  7 .1011025E+07   1000712E-02  .1101E+02 -.3818E+01   .9999987  .0004619 -.0015318
T 3722  7 .1011231E+07   1000785E-02 -.2168E+02 -.2145E+02   .9999758 -.0045357 -.0052808
T 3723  7 .1012771E+07   1000749E-02 -.1923E+02 -.1909E+02   .9999804 -.0061919 -.0009140
T 3724  7 .1014507E+07   1000313E-02 -.1946E+03  .2170E+03   .9992998 -.0216302  .0305310
T 3725  7 .1013636E+07   1000621E-02 -.6091E+01 -.7856E+01   .9998644 -.0164688 -.0001694
T 3726  7 .1011483E+07   1000212E-02  .2355E+01 -.3557E+02   .9999942  .0009409 -.0032793
T 3727  7 .1010553E+07   1000347E-02  .1745E+02 -.1723E+01   .9999385  .0090720 -.0063743
T 3728  7 .1008065E+07   1000397E-02 -.2931E+02 -.5797E+01   .9999954 -.0029875 -.0004382
T 3729  7 .1015582E+07   1000736E-02 -.3217E-01 -.1703E+02   .9999621  .0037622 -.0078507
T 3730  7 .1010629E+07   1000343E-02 -.2073E+02  .1888E+01   .9998924 -.0130267  .0067443
T 3731  7 .1018111E+07   1000011E-02 -.3647E+01  .1013E+02   .9999997 -.0006123  .0004907
T 3732  7 .1004701E+07   1000684E-02  .1621E+02  .1328E+02   .9999160  .0107565  .0072355
T 3733  7 .1004997E+07   1000202E-02  .1269E+01 -.4954E+01   .9999996 -.0009315  .0000163
T 3734  7 .1016918E+07   1000018E-02 -.2356E+01 -.1353E+02   .9999887 -.0013940 -.0045552
T 3735  7 .1017654E+07   1000570E-02 -.8637E+01  .1118E+01   .9999611 -.0060267 -.0064447
T 3736  7 .1008154E+07   1000125E-02  .2502E+02  .2896E+01   .9999795  .0063996  .0001145
T 3737  7 .1018003E+07   1000700E-02 -.2024E+02  .5059E+00   .9999930 -.0033162  .0017403
T 3738  7 .1015863E+07   1000715E-02 -.3810E+00  .2886E+02   .9999827  .0002869  .0058737
T 3739  7 .1013581E+07   1000666E-02 -.2388E+02 -.3664E+02   .9999604 -.0051984 -.0072235
T 3740  7 .1012212E+07   1000228E-02 -.9263E+01 -.8100E+01   .9999896 -.0043571 -.0013778
T 3741  7 .1011630E+07   1000066E-02  .2056E+02  .1418E+01   .9999902  .0044222 -.0001685
T 3742  7 .1013626E+07   1000691E-02 -.1109E+03  .2746E+02   .9998873 -.0134196  .0067312
T 3743  7 .1012279E+07   1000631E-02 -.3881E+01  .1837E+02   .9999734 -.0030060  .0066420
T 3744  7 .1010148E+07   1000310E-02  .1048E+02  .3343E+01   .9999959  .0004767  .0028133
T 3745  7 .1009957E+07   1000670E-02 -.7158E+01  .2526E+01   .9999978 -.0018857 -.0008708
T 3746  7 .1011294E+07   1000449E-02  .1673E+02  .3001E+01   .9999953  .0028662  .0011298
T 3747  7 .1002799E+07   1000811E-02 -.1455E+02 -.5844E+02   .9999868 -.0044862 -.0025035
T 3748  7 .1008373E+07   1000396E-02 -.1365E+03  .3807E+02   .9991726 -.0371819  .0164815
T 3749  7 .1014931E+07   1000095E-02 -.3080E+01  .7544E+01   .9999946 -.0032659  .0002142
T 3750  7 .1005569E+07   1000353E-02 -.1146E+03  .2186E+02   .9997932 -.0190464  .0071333
T 3751  7 .1019851E+07   1000586E-02 -.6159E+02 -.1646E+03   .9996579 -.0085494 -.0247200
T 3752  7 .1011394E+07   1000441E-02 -.2130E+01 -.2178E+02   .9999848 -.0048758 -.0025735
T 3753  7 .1017672E+07   1000218E-02  .6044E+00 -.1914E+02   .9999653  .0078176 -.0028628
T 3754  7 .1013317E+07   1000113E-02  .8490E+00 -.1375E+02   .9999347 -.0033780  .0109174
T 3755  7 .1012940E+07   1000526E-02  .9696E+00  .1292E+02   .9999917 -.0011317  .0039162
T 3756  7 .1006375E+07   1000683E-02 -.2553E+02 -.3690E+02   .9999790 -.0059878 -.0024821
T 3757  7 .1011077E+07   1000251E-02  .1491E+02  .2242E+02   .9999890  .0043017  .0018927
T 3758  7 .1005696E+07   1000045E-02 -.9722E+01  .1854E+02   .9999806 -.0022004  .0058272
T 3759  7 .1011914E+07   1000579E-02  .6802E+01 -.6604E+01   .9999968 -.0017530 -.0018172
T 3760  7 .1006116E+07   1000247E-02  .1569E+02  .2271E+02   .9999618  .0047961  .0073095
T 3761  7 .1015112E+07   1000338E-02  .5246E+01  .9520E+01   .9999987  .0015737  .0003300
T 3762  7 .1009010E+07   1000103E-02 -.8325E+01  .3693E+02   .9999749  .0022028  .0067325
T 3763  7 .1010713E+07   1000680E-02 -.7668E+01 -.1005E+02   .9999929  .0020036 -.0031885
T 3764  7 .1010416E+07   1000736E-02 -.1470E+02  .2805E+02   .9999737 -.0060354 -.0040245
T 3765  7 .1012837E+07   1000317E-02 -.2942E+02 -.2209E+01   .9999682 -.0078387  .0014337
T 3766  7 .1012379E+07   1000554E-02  .3547E+01  .3331E+02   .9997278  .0067818  .0223247
T 3767  7 .1013886E+07   1000197E-02  .9743E+01  .1015E+02   .9999961 -.0002260  .0027876
T 3768  7 .1013106E+07   1000594E-02  .1332E+02 -.5776E+01   .9999878  .0045262  .0019932
T 3769  7 .1010090E+07   1000348E-02  .5672E+01  .2100E+02   .9999753 -.0056756  .0041515
T 3770  7 .1007773E+07   1000644E-02  .2821E+02  .4701E+01   .9999815  .0031952 -.0051754
T 3771  7 .1010264E+07   1000642E-02  .1184E+03  .2919E+02   .9998793  .0155334 -.0001002
T 3772  7 .1006896E+07   1000592E-02  .1778E+01 -.1798E+02   .9997685 -.0189015 -.0102830
T 3773  7 .1012820E+07   1000134E-02 -.8697E+01 -.1812E+02   .9999720 -.0015244 -.0073298
T 3774  7 .1011158E+07   1000526E-02  .7651E+02 -.1606E+03   .9996212  .0131844 -.0241601
T 3775  7 .1003060E+07   1000745E-02 -.4516E+02  .5949E+01   .9999639 -.0082814 -.0019240
T 3776  7 .1006444E+07   1000351E-02 -.7927E+01 -.2095E+02   .9999575 -.0084532 -.0036664
T 3777  7 .1009553E+07   1000688E-02  .1634E+02  .1275E+02   .9999891  .0038749  .0026028
T 3778  7 .1014292E+07   1000623E-02 -.9358E+01 -.9899E+00   .9999955  .0009560  .0028441
T 3779  7 .1008794E+07   1000713E-02  .1308E+02  .1260E+02   .9999985  .0013279  .0011291
T 3780  7 .1011054E+07   1000738E-02  .2373E+02 -.2777E+01   .9999897  .0045449  .0001379
T 3781  7 .1018115E+07   1000245E-02  .2909E+01  .9140E+01   .9999996  .0006231 -.0006170
T 3782  7 .1007912E+07   1000643E-02  .1967E+01  .8428E+01   .9999980 -.0000948  .0020135
T 3783  7 .1006691E+07   1000695E-02 -.9728E+01  .1405E+02   .9999910 -.0015280  .0039622
T 3784  7 .1009233E+07   1000254E-02 -.1495E+01  .1182E+01   .9999980 -.0005719 -.0019355
T 3785  7 .1010742E+07   1000202E-02 -.4232E+02 -.7243E+02   .9992506 -.0161468 -.0351773
T 3786  7 .1009314E+07   1000245E-02 -.1177E+02  .1679E+02   .9999928 -.0022583  .0030599
T 3787  7 .1012200E+07   1000494E-02 -.3537E+02 -.2828E+02   .9999482 -.0049296 -.0089060
T 3788  7 .1009327E+07   1000731E-02  .2507E+02 -.2169E+02   .9999726  .0058794 -.0045021
T 3789  7 .1009225E+07   1000643E-02 -.9516E+00  .2305E+01   .9999938 -.0017874 -.0030360
T 3790  7 .1015176E+07   1000294E-02 -.2990E+01 -.1038E+01   .9999927 -.0032509  .0020219
T 3791  7 .1010271E+07   1000083E-02  .4218E+01  .1258E+02   .9999715  .0029261  .0069546
T 3792  7 .1006848E+07   1000379E-02 -.1183E+02 -.4928E+01   .9999974 -.0018289 -.0013357
T 3793  7 .1003851E+07   1000576E-02  .2188E+02 -.9605E+01   .9998906  .0132171 -.0066333
T 3794  7 .1010575E+07   1000744E-02  .5116E+02 -.1184E+02   .9999272  .0092853  .0077072
T 3795  7 .1007801E+07   1000141E-02  .2072E+02  .1829E+02   .9999742  .0061612  .0036983
T 3796  7 .1016860E+07   1000001E-02  .7779E+01  .2723E+02   .9999806  .0003078  .0062259
T 3797  7 .1011096E+07   1000170E-02 -.6350E+01  .3320E+02   .9999485 -.0022633  .0098973
T 3798  7 .1007835E+07   1000746E-02 -.1077E+02 -.5065E+01   .9999062 -.0049772 -.0127609
T 3799  7 .1010515E+07   1000689E-02  .2907E+02 -.2813E+01   .9999781  .0065770 -.0007598
T 3800  7 .1007921E+07   1000685E-02 -.2011E+01  .2797E+02   .9999898  .0007932  .0044369
T 3801  7 .1005316E+07   1000476E-02  .2508E+02 -.1779E+02   .9999569  .0043894 -.0081857
T 3802  7 .1012371E+07   1000078E-02  .1475E+02  .2050E+02   .9999878  .0004947  .0049199
T 3803  7 .1014407E+07   1000141E-02 -.1948E+02  .8924E+01   .9999312 -.0076587  .0088792
T 3804  7 .1011069E+07   1000738E-02 -.1892E+02 -.1237E+01   .9999812 -.0058298  .0018789
T 3805  7 .1007588E+07   1000363E-02 -.1406E+02  .5920E+01   .9999818 -.0058766 -.0013888
T 3806  7 .1004990E+07   1000136E-02  .3624E+01  .1099E+02   .9999953 -.0010806  .0028768
T 3807  7 .1008739E+07   1000177E-02 -.3850E+02  .9249E+01   .9999590 -.0086521  .0026901
T 3808  7 .1012164E+07   1000633E-02 -.4062E+02  .3151E+02   .9998690 -.0133647  .0091287
T 3809  7 .1017894E+07   1000678E-02 -.3518E+01  .6448E+00   .9999963 -.0027049 -.0004028
T 3810  7 .1016181E+07   1000698E-02  .1380E+00 -.3708E+02   .9999640 -.0007338 -.0084500
T 3811  7 .1003549E+07   1000570E-02 -.7080E+01 -.6431E+01   .9999976 -.0021652  .0003575
T 3812  7 .1015031E+07   1000176E-02 -.4073E+01 -.1803E+02   .9999829 -.0005667 -.0058138
T 3813  7 .1012906E+07   1000535E-02 -.2071E+02 -.1931E+02   .9999708 -.0068827 -.0033237
T 3814  7 .1011223E+07   1000157E-02 -.2696E+02  .1369E+02   .9999940 -.0033468  .0009453
T 3815  7 .1008296E+07   1000757E-02 -.1847E+01  .1122E+02   .9999989 -.0011383  .0009789
T 3816  7 .1007454E+07   1000318E-02 -.4911E+02  .5957E+01   .9999394 -.0106207  .0029018
T 3817  7 .1011816E+07   1000216E-02 -.1869E+02 -.6251E+01   .9999836 -.0037404 -.0043447
T 3818  7 .1016458E+07   1000232E-02 -.5873E+02 -.1021E+02   .9999349 -.0113509 -.0012014
T 3819  7 .1016962E+07   1000372E-02  .3603E+01  .1423E+02   .9999861  .0049750 -.0017605
T 3820  7 .1011701E+07   1000519E-02 -.6187E+01  .1237E+02   .9999916 -.0024656  .0032595
T 3821  7 .1012478E+07   1000619E-02 -.1162E+02 -.3271E+02   .9999888 -.0031597 -.0035308
T 3822  7 .1013237E+07   1000239E-02  .7625E+01 -.1550E+02   .9999996  .0007299 -.0005273
T 3823  7 .1009842E+07   1000766E-02  .2293E+02  .7983E+01   .9999552  .0094357 -.0007950
